t,mmsi,mmsi2_0,lat_0,lon_0,cog_0,sog_0,abs_bearing_0,rel_bearing_0,tcpa_0,dcpa_0,c_lat_0,c_lon_0,ships_distance_0,rel_speed_0,mmsi2_1,lat_1,lon_1,cog_1,sog_1,abs_bearing_1,rel_bearing_1,tcpa_1,dcpa_1,c_lat_1,c_lon_1,ships_distance_1,rel_speed_1,mmsi2_2,lat_2,lon_2,cog_2,sog_2,abs_bearing_2,rel_bearing_2,tcpa_2,dcpa_2,c_lat_2,c_lon_2,ships_distance_2,rel_speed_2
2022-07-05 20:48:36,211182370,211118300,54.335311,10.155372,44.54764627626184,0.0504439105706625,16.10575060258759,331.55810432632575,0,0.0,54.335311,10.155372,5.083965442764579,12.483714003937589,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:48:42,211182370,211118300,54.335312,10.155373,44.54764627626184,0.0504439105706625,16.246507292993613,331.69886101673177,0,0.0,54.335312,10.155373,5.0718185745140385,12.533804422453096,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:48:48,211182370,211118300,54.335314,10.155373,89.9999998611504,0.0710066167825106,16.378001324232287,286.3780014630819,0,0.0,54.335314,10.155373,5.0606970842332615,11.625985416438679,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:48:54,211182370,211118300,54.335315,10.155373,89.99999990743362,0.0355033086435215,16.504931195823417,286.5049312883898,0,0.0,54.335315,10.155373,5.049404967602592,11.303510143579336,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:00,211182370,211118300,54.335317,10.155374,63.07134053085497,0.0795364246061105,16.627299048414102,313.55595851755913,0,0.0,54.335317,10.155374,5.0376895248380125,11.055469022360976,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:06,211182370,211118300,54.335318,10.155374,89.99999990743362,0.035503308280981,16.744129253896006,286.7441293464624,0,0.0,54.335318,10.155374,5.0257095032397405,10.729341602781474,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:12,211182370,211118300,54.335319,10.155375,44.54764589362964,0.0504439102795297,16.856303764049528,332.3086578704199,0,0.0,54.335319,10.155375,5.013926025917926,10.350579192796884,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:18,211182370,211118300,54.335321,10.155375,89.9999998611504,0.0710066165936796,16.964652985413807,286.9646531242634,0,0.0,54.335321,10.155375,5.002926025917927,9.86698619233244,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:24,211182370,211118300,54.335322,10.155375,89.99999990743362,0.0355033081707067,17.07967588578532,287.0796759783517,0,0.0,54.335322,10.155375,4.991858531317495,10.288964605342949,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:30,211182370,211118300,54.335323,10.155376,44.54764600760871,0.0504439102581526,17.20514221546125,332.65749620785255,0,0.0,54.335323,10.155376,4.98051241900648,11.017749317037927,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:36,211182370,211118300,54.335325,10.155376,89.9999998611504,0.0710066161208648,17.346536499316244,287.34653663816584,0,0.0,54.335325,10.155376,4.9682219222462205,12.268302478038807,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 20:49:42,211182370,211118300,54.335326,10.155377,44.54764596361002,0.0504439101810559,17.49148309382764,332.9438371302176,0,0.0,54.335326,10.155377,4.956228401727861,12.409781402139204,,,,,,,,,,,,,,,,,,,,,,,,,,
