t,epoch,status,heading,course,speed,turn,maneuver,roa,inter_speed,inter_turn,traj_id,mmsi,calc_speed,direction,angular_difference,calc_acc,inter_lat,inter_lon,in_waterways,distance_shore
2022-07-05 15:48:42,1657036126.0,0,107.0,104.9,1.5,0.0,0,0,1.5,0.0,0,304444000,2.5740406630957104,351.3286469570608,0.0,0.0,54.366414,10.13952,1,0.009682
2022-07-05 15:48:48,1657036126.0,0,107.0,104.9,1.5,0.0,0,0,1.499100523884102,0.0,0,304444000,2.5740406630957104,351.3286469570608,0.0,0.0,54.366403,10.139591,1,0.017416
2022-07-05 15:48:54,1657036126.0,0,107.0,104.9,1.5,0.0,0,0,1.4867674386171232,0.0,0,304444000,2.5386270152842947,351.2066951017689,0.1219518552919112,-21.248188686849456,54.366392,10.139661,1,0.019967
2022-07-05 15:49:00,1657036126.0,0,107.0,104.9,1.5,0.0,0,0,1.4630248912088866,0.0,0,304444000,2.5032253408810834,351.0812921667557,0.1254029350131986,-21.24100464192677,54.366381,10.13973,1,0.020052
2022-07-05 15:49:06,1657036126.0,0,107.0,104.9,1.5,0.0,0,0,1.4317846972506805,0.0,0,304444000,2.467836155814947,350.95229082150775,0.129001345247957,-21.23351103968192,54.36637,10.139798,1,0.020152
2022-07-05 15:49:12,1657036177.0,0,106.0,108.2,1.3,0.0,0,0,1.3969586723337932,0.0,0,304444000,2.4384125215059926,350.001108571762,0.9511822497457842,-17.654180585372536,54.366358,10.139865,1,0.020377
2022-07-05 15:49:18,1657036177.0,0,106.0,108.2,1.3,0.0,0,0,1.3624586320495131,0.0,0,304444000,2.3970974649564134,350.68286073742746,0.6817521656655003,-24.78903392974754,54.366347,10.139931,1,0.020509
2022-07-05 15:49:24,1657036177.0,0,106.0,108.2,1.3,0.0,0,0,1.332196391989129,0.0,0,304444000,2.3678794233936094,349.6999451897435,0.9829155476839446,-17.530824937682432,54.366335,10.139996,1,0.020766
2022-07-05 15:49:30,1657036177.0,0,106.0,108.2,1.3,0.0,0,0,1.3100837677439297,0.0,0,304444000,2.326415701944081,350.3970462224369,0.6971010326934106,-24.87823286971702,54.366324,10.14006,1,0.020931
2022-07-05 15:49:36,1657036177.0,0,106.0,108.2,1.3,0.0,0,0,1.3000325749052024,0.0,0,304444000,2.297416614525158,349.380290644381,1.0167555780559496,-17.399452451353792,54.366312,10.140123,1,0.02122
2022-07-05 15:49:42,1657036186.0,0,106.0,108.5,1.3,0.0,0,0,1.2998046875,0.0,0,304444000,2.1918690363412106,348.8622787810676,0.5180118633134043,-63.32854691036846,54.3663,10.140183,1,0.021558
2022-07-05 15:49:48,1657036186.0,0,106.0,108.5,1.3,0.0,0,0,1.2911234797614577,0.0,0,304444000,2.227030767004499,349.0404098013805,0.1781310203129464,21.09703839797312,54.366288,10.140244,1,0.021879
2022-07-05 15:49:54,1657036197.0,0,106.0,107.3,1.2,0.0,0,0,1.2183809459522916,0.0,0,304444000,2.2766558290010077,347.4680782662866,1.572331535093895,29.775037197904904,54.366274,10.140306,1,0.022401
2022-07-05 15:50:00,1657036197.0,0,106.0,107.3,1.2,0.0,0,0,1.2001953125,0.0,0,304444000,2.227030751858235,349.0404139135136,1.5723356472269645,-29.77504628566345,54.366262,10.140367,1,0.022722
2022-07-05 15:50:06,1657036207.0,0,106.0,107.2,1.2,0.0,0,0,1.2001953125,0.0,0,304444000,2.143831906222009,350.5277960194365,1.4873821059229613,-49.919307381735486,54.366252,10.140426,1,0.022859
2022-07-05 15:50:12,1657036216.0,0,105.0,108.6,1.2,0.0,0,0,1.2001953125,0.0,0,304444000,1.961261537146428,350.68287641490264,0.1550803954660864,-109.54222144534866,54.366243,10.14048,1,0.022967
2022-07-05 15:50:18,1657036216.0,0,105.0,108.6,1.2,0.0,0,0,1.191428994881668,0.0,0,304444000,1.9259148515344289,350.5102518080416,0.1726246068610635,-21.208011367199564,54.366234,10.140533,1,0.023092
2022-07-05 15:50:24,1657036227.0,0,105.0,108.4,1.1,0.0,0,0,1.1179732989763336,0.0,0,304444000,1.9203431440221224,351.54851422282024,1.0382624147786714,-3.343024507383774,54.366226,10.140586,1,0.023108
2022-07-05 15:50:30,1657036227.0,0,105.0,108.4,1.1,0.0,0,0,1.1213359375,0.0,0,304444000,1.996625599289122,350.8493914401155,0.6991227827047624,45.76947316019977,54.366217,10.140641,1,0.0232
2022-07-05 15:50:36,1657036237.0,0,105.0,103.6,1.2,0.0,0,0,1.19737890625,0.0,0,304444000,2.1147690117489346,349.4250491867781,1.424342253337386,70.88604747588758,54.366206,10.140699,1,0.023461
2022-07-05 15:50:42,1657036246.0,0,105.0,101.8,1.1,0.0,0,0,1.1415546767832647,0.0,0,304444000,1.9864980697095156,352.85893450136,3.4338853145819144,-76.96256522365154,54.366199,10.140754,1,0.023337
2022-07-05 15:50:48,1657036246.0,0,105.0,101.8,1.1,0.0,0,0,1.099609375,0.0,0,304444000,1.911130817692992,353.6412501181772,0.7823156168171863,-45.2203512099139,54.366193,10.140807,1,0.023136
2022-07-05 15:50:54,1657036257.0,0,105.0,101.5,1.1,0.0,0,0,1.099609375,0.0,0,304444000,1.8494931155443484,351.2221573959787,2.419092722198513,-36.9826212891863,54.366185,10.140858,1,0.023184
2022-07-05 15:51:00,1657036257.0,0,105.0,101.5,1.1,0.0,0,0,1.07809375,0.0,0,304444000,1.7331907151620567,352.985174969172,1.7630175731933375,-69.78144022937501,54.366179,10.140906,1,0.023064
2022-07-05 15:51:06,1657036267.0,0,105.0,102.2,1.0,0.0,0,0,1.0027890625,0.0,0,304444000,1.6620887715363095,352.68342076073515,0.3017542084368756,-42.66116617544831,54.366173,10.140952,1,0.022975
2022-07-05 15:51:12,1657036276.0,0,105.0,103.1,1.0,0.0,0,0,1.0,0.0,0,304444000,1.7331907170324727,352.9851769986882,0.3017562379530432,42.66116729769793,54.366167,10.141,1,0.022855
2022-07-05 15:51:18,1657036276.0,0,105.0,103.1,1.0,0.0,0,0,0.994114680006388,0.0,0,304444000,1.697633787540154,352.8374607069341,0.1477162917540795,-21.33415769539116,54.366161,10.141047,1,0.02275
2022-07-05 15:51:24,1657036287.0,0,105.0,104.8,0.9,0.0,0,0,0.9333154834500468,0.0,0,304444000,1.6265564561242822,352.5226535163778,0.314807190556337,-42.646398849523145,54.366155,10.141092,1,0.022678
2022-07-05 15:51:30,1657036287.0,0,105.0,104.8,0.9,0.0,0,0,0.8642569777680598,0.0,0,304444000,1.4845723888886393,351.8026396256768,0.7200138907009546,-85.19044034138577,54.366149,10.141133,1,0.02267
2022-07-05 15:51:36,1657036297.0,0,105.0,103.6,0.8,0.0,0,0,0.8017487929628403,0.0,0,304444000,1.3782682066346787,351.1653250357206,0.6373145899561905,-63.78250935237632,54.366143,10.141171,1,0.02271
2022-07-05 15:51:42,1657036306.0,0,105.0,101.2,0.8,0.0,0,0,0.7998046875,0.0,0,304444000,1.39101399447502,348.2919144832192,2.8734105525014115,7.647472704204716,54.366135,10.141209,1,0.022967
2022-07-05 15:51:48,1657036306.0,0,105.0,101.2,0.8,0.0,0,0,0.7941037588812545,0.0,0,304444000,1.4194670700270866,349.9802182944604,1.6883038112411557,17.07184533124,54.366128,10.141248,1,0.0231
