t,epoch,status,heading,course,speed,turn,maneuver,roa,inter_speed,inter_turn,traj_id,mmsi,calc_speed,direction,angular_difference,calc_acc,inter_lat,inter_lon,in_waterways,distance_shore
2022-07-05 16:36:18,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.050445431444991,224.54943703869657,0.0,0.0,54.316178,10.135356,0,0.00614
2022-07-05 16:36:24,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.050445431444991,224.54943703869657,0.0,0.0,54.316177,10.135355,0,0.006106
2022-07-05 16:36:30,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.035834341880198,180.0,44.54943703869657,-8.766653738875812,54.316177,10.135354,0,0.006013
2022-07-05 16:36:36,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0504454317358457,224.54943742096864,44.549437420968616,8.766653913388645,54.316176,10.135353,0,0.00598
2022-07-05 16:36:42,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.035834341878856,180.0,44.549437420968616,-8.766653914193823,54.316176,10.135352,0,0.005887
2022-07-05 16:36:48,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0504454317527855,224.54943739618,44.54943739618,8.766653924357717,54.316175,10.135351,0,0.005854
2022-07-05 16:36:54,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343418772904,180.0,44.54943739618,-8.766653925297085,54.316175,10.13535,0,0.005761
2022-07-05 16:37:00,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0504454320842488,224.5494377328995,44.54943773289949,8.766654124175068,54.316174,10.135349,0,0.005727
2022-07-05 16:37:06,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343418188036,180.0,44.54943773289949,-8.766654159267128,54.316174,10.135348,0,0.005634
2022-07-05 16:37:12,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.035834341874942,180.0,0.0,3.36830147107392e-08,54.316174,10.135347,0,0.005541
2022-07-05 16:37:18,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0355055145881296,270.0000000925606,90.00000009256058,-0.1972963720874465,54.316173,10.135347,0,0.005601
2022-07-05 16:37:24,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343418171262,180.0,90.00000009256058,0.1972963373979577,54.316173,10.135346,0,0.005508
2022-07-05 16:37:30,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0504454322550858,224.54943788685236,44.54943788685233,8.766654262775786,54.316172,10.135345,0,0.005475
2022-07-05 16:37:36,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.035834341872929,180.0,44.54943788685233,-8.766654229294055,54.316172,10.135344,0,0.005382
2022-07-05 16:37:42,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,180.0,-21.500605123757456,54.316172,10.135344,0,0.005382
2022-07-05 16:37:48,1657038975.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0504454325459404,224.54943831467665,135.45056168532335,30.267259527564264,54.316171,10.135343,0,0.005348
2022-07-05 16:37:54,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.035834341813995,180.0,44.54943831467665,-8.766654439167262,54.316171,10.135342,0,0.005255
2022-07-05 16:38:00,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0355055151384243,270.0000000925606,90.00000009256058,-0.1972960053423955,54.31617,10.135342,0,0.005315
2022-07-05 16:38:06,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343417565146,180.0,90.00000009256058,0.1972959708542082,54.31617,10.135341,0,0.005222
2022-07-05 16:38:12,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,180.0,-21.500605053908814,54.31617,10.135341,0,0.005222
2022-07-05 16:38:18,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343418697978,180.0,180.0,21.50060512187873,54.31617,10.13534,0,0.005129
2022-07-05 16:38:24,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0355055153585421,270.0000000925606,90.00000009256058,-0.1972959067534418,54.316169,10.13534,0,0.005188
2022-07-05 16:38:30,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,89.99999990743942,-21.30330921512529,54.316169,10.13534,0,0.005188
2022-07-05 16:38:36,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343417547254,180.0,180.0,21.500605052835247,54.316169,10.135339,0,0.005095
2022-07-05 16:38:42,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,180.0,-21.500605052835247,54.316169,10.135339,0,0.005095
2022-07-05 16:38:48,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0355055157208828,270.0000000925606,89.99999990743942,21.30330943252973,54.316168,10.135339,0,0.005155
2022-07-05 16:38:54,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343418115347,180.0,90.00000009256058,0.1972956543911233,54.316168,10.135338,0,0.005062
2022-07-05 16:39:00,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,180.0,-21.500605086920853,54.316168,10.135338,0,0.005062
2022-07-05 16:39:06,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:12,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:18,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:24,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:30,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:36,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:42,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:48,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:39:54,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135338,0,0.005062
2022-07-05 16:40:00,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343418115347,0.0,0.0,21.500605086920853,54.316168,10.135339,0,0.005155
2022-07-05 16:40:06,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,-21.500605086920853,54.316168,10.135339,0,0.005155
2022-07-05 16:40:12,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135339,0,0.005155
2022-07-05 16:40:18,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,0.0,54.316168,10.135339,0,0.005155
2022-07-05 16:40:24,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0358343417547254,0.0,0.0,21.500605052835247,54.316168,10.13534,0,0.005248
2022-07-05 16:40:30,1657039162.0,5,200.0,333.2,0.1,0.0,0,0,0.0999755859375,0.0,0,211896000,0.0,0.0,0.0,-21.500605052835247,54.316168,10.13534,0,0.005248
