t,mmsi,mmsi2_0,lat_0,lon_0,cog_0,sog_0,abs_bearing_0,rel_bearing_0,tcpa_0,dcpa_0,c_lat_0,c_lon_0,ships_distance_0,rel_speed_0,mmsi2_1,lat_1,lon_1,cog_1,sog_1,abs_bearing_1,rel_bearing_1,tcpa_1,dcpa_1,c_lat_1,c_lon_1,ships_distance_1,rel_speed_1,mmsi2_2,lat_2,lon_2,cog_2,sog_2,abs_bearing_2,rel_bearing_2,tcpa_2,dcpa_2,c_lat_2,c_lon_2,ships_distance_2,rel_speed_2,mmsi2_3,lat_3,lon_3,cog_3,sog_3,abs_bearing_3,rel_bearing_3,tcpa_3,dcpa_3,c_lat_3,c_lon_3,ships_distance_3,rel_speed_3,mmsi2_4,lat_4,lon_4,cog_4,sog_4,abs_bearing_4,rel_bearing_4,tcpa_4,dcpa_4,c_lat_4,c_lon_4,ships_distance_4,rel_speed_4,mmsi2_5,lat_5,lon_5,cog_5,sog_5,abs_bearing_5,rel_bearing_5,tcpa_5,dcpa_5,c_lat_5,c_lon_5,ships_distance_5,rel_speed_5,mmsi2_6,lat_6,lon_6,cog_6,sog_6,abs_bearing_6,rel_bearing_6,tcpa_6,dcpa_6,c_lat_6,c_lon_6,ships_distance_6,rel_speed_6,mmsi2_7,lat_7,lon_7,cog_7,sog_7,abs_bearing_7,rel_bearing_7,tcpa_7,dcpa_7,c_lat_7,c_lon_7,ships_distance_7,rel_speed_7,mmsi2_8,lat_8,lon_8,cog_8,sog_8,abs_bearing_8,rel_bearing_8,tcpa_8,dcpa_8,c_lat_8,c_lon_8,ships_distance_8,rel_speed_8,mmsi2_9,lat_9,lon_9,cog_9,sog_9,abs_bearing_9,rel_bearing_9,tcpa_9,dcpa_9,c_lat_9,c_lon_9,ships_distance_9,rel_speed_9
2022-07-05 15:01:24,211860660,211611740,54.383244,10.191041,162.54363882660346,9.058370826253867,259.7391699141494,97.19553108754593,0,0.0,54.383244,10.191041,0.2486074514038877,6.581597665842166,244181688,54.383244,10.191041,162.54363882660346,9.058370826253867,46.44432753084749,243.90068870424403,0,0.0,54.383244,10.191041,0.42202591792656585,13.524870582219894,211341930,54.383244,10.191041,162.54363882660346,9.058370826253867,177.2065056047129,14.662866778109446,0,0.0,54.383244,10.191041,0.5774411447084233,10.202678589666224,211848130,54.383244,10.191041,162.54363882660346,9.058370826253867,32.91817396379008,230.37453513718663,0,0.0,54.383244,10.191041,0.8103353131749461,16.217873230444912,304010685,54.383244,10.191041,162.54363882660346,9.058370826253867,29.864895425030568,227.3212565984271,0,0.0,54.383244,10.191041,0.872281857451404,14.10727405771069,211813590,54.383244,10.191041,162.54363882660346,9.058370826253867,16.47803325769968,213.93439443109622,0,0.0,54.383244,10.191041,2.3669497840172786,11.154543874996955,257666980,54.383244,10.191041,162.54363882660346,9.058370826253867,203.02596756392705,40.4823287373236,228,0.5593023758099351,54.374368767324,10.195832891577691,4.129022138228942,13.240088306542615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 15:01:30,211860660,211611740,54.383321,10.1908,162.54363882660346,9.058370826253867,257.259854961628,94.71621613502452,0,0.0,54.383321,10.1908,0.2485048596112311,6.58930529751044,244181688,54.383321,10.1908,162.54363882660346,9.058370826253867,47.18084876404123,244.63720993743777,0,0.0,54.383321,10.1908,0.43465712742980556,13.55996139273284,211341930,54.383321,10.1908,162.54363882660346,9.058370826253867,177.46573698498548,14.922098158382028,0,0.0,54.383321,10.1908,0.5944055075593953,10.214911027128895,211848130,54.383321,10.1908,162.54363882660346,9.058370826253867,33.258185869835415,230.71454704323196,0,0.0,54.383321,10.1908,0.8284999999999999,16.137825538333185,304010685,54.383321,10.1908,162.54363882660346,9.058370826253867,30.203863624045198,227.66022479744174,0,0.0,54.383321,10.1908,0.8856349892008639,12.61926383726349,211813590,54.383321,10.1908,162.54363882660346,9.058370826253867,16.703739863791952,214.1601010371885,0,0.0,54.383321,10.1908,2.3518466522678185,11.12232556757653,257666980,54.383321,10.1908,162.54363882660346,9.058370826253867,202.8659182069155,40.32227938031204,234,0.5744184665226781,54.37420589617063,10.195721397014994,4.123433585313175,13.064313210895213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 15:01:36,211860660,211611740,54.383395,10.190562,162.98486897981525,8.924009892901447,254.8295414769849,91.84467249716965,0,0.0,54.383395,10.190562,0.2489217062634989,6.452831626721115,244181688,54.383395,10.190562,162.98486897981525,8.924009892901447,47.84948587620829,244.86461689639304,0,0.0,54.383395,10.190562,0.44739848812095034,13.476315016456995,211341930,54.383395,10.190562,162.98486897981525,8.924009892901447,177.72327497154606,14.738405991730815,0,0.0,54.383395,10.190562,0.611255939524838,10.173747373003565,211848130,54.383395,10.190562,162.98486897981525,8.924009892901447,33.563811600234544,230.5789426204193,0,0.0,54.383395,10.190562,0.8464983801295896,15.819667501359431,304010685,54.383395,10.190562,162.98486897981525,8.924009892901447,30.499684052407872,227.51481507259263,0,0.0,54.383395,10.190562,0.8998984881209504,12.88438696190024,211813590,54.383395,10.190562,162.98486897981525,8.924009892901447,16.928215377786785,213.94334639797154,0,0.0,54.383395,10.190562,2.3368542116630673,10.998276267094695,257666980,54.383395,10.190562,162.98486897981525,8.924009892901447,202.71330180807465,39.7284328282594,246,0.5956765658747301,54.373919862260585,10.195540432456346,4.117526997840173,12.684981482764686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 15:01:42,211860660,211611740,54.383467,10.190327,163.21931766592093,8.800444827651344,252.45597557737437,89.23665791145345,0,0.0,54.383467,10.190327,0.24979697624190064,6.3289299590290025,244181688,54.383467,10.190327,163.21931766592093,8.800444827651344,48.46960674374054,245.25028907781962,0,0.0,54.383467,10.190327,0.46018520518358536,13.413461374506339,211341930,54.383467,10.190327,163.21931766592093,8.800444827651344,177.98580030509402,14.766482639173091,0,0.0,54.383467,10.190327,0.6279908207343412,10.150451386422617,211848130,54.383467,10.190327,163.21931766592093,8.800444827651344,33.851962796478915,230.632645130558,0,0.0,54.383467,10.190327,0.864689524838013,15.901213078414449,304010685,54.383467,10.190327,163.21931766592093,8.800444827651344,30.753350055092767,227.53403238917184,0,0.0,54.383467,10.190327,0.9153412526997841,13.367263089088699,211813590,54.383467,10.190327,163.21931766592093,8.800444827651344,17.15262186442851,213.93330419850759,0,0.0,54.383467,10.190327,2.3220502159827214,10.872170535977538,257666980,54.383467,10.190327,163.21931766592093,8.800444827651344,202.56779222416327,39.348474558242344,186,0.4405691144708424,54.376450327229406,10.193959973980135,4.111353671706263,12.311921559438739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 15:01:48,211860660,211611740,54.383537,10.190095,163.46043313727364,8.67703292261459,250.13694818175915,86.67651504448551,0,0.0,54.383537,10.190095,0.2511560475161987,6.226952711189425,244181688,54.383537,10.190095,163.46043313727364,8.67703292261459,49.0367705726365,245.57633743536286,0,0.0,54.383537,10.190095,0.4730221382289416,13.323731789608122,211341930,54.383537,10.190095,163.46043313727364,8.67703292261459,178.277048127851,14.816614990577364,0,0.0,54.383537,10.190095,0.6442419006479482,10.001173578304394,211848130,54.383537,10.190095,163.46043313727364,8.67703292261459,34.12007663372651,230.65964349645287,0,0.0,54.383537,10.190095,0.8829616630669547,15.871632767952088,304010685,54.383537,10.190095,163.46043313727364,8.67703292261459,30.99869780858802,227.53826467131438,0,0.0,54.383537,10.190095,0.9306625269978401,13.26943797441761,211813590,54.383537,10.190095,163.46043313727364,8.67703292261459,17.376522279034702,213.91608914176106,0,0.0,54.383537,10.190095,2.3073655507559394,10.76379440528455,257666980,54.383537,10.190095,163.46043313727364,8.67703292261459,202.42571268164312,38.96527954436948,180,0.4199092872570194,54.376840906481604,10.193509292843933,4.104996220302375,12.14939855156541,211897000.0,54.383537,10.190095,163.46043313727364,8.67703292261459,205.01982626574468,41.559393128471044,66.0,0.1447964362850972,54.38122800223501,10.191272405273935,4.515160367170626,8.041166131459859,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 15:01:54,211860660,211611740,54.383605,10.189866,163.70849489052068,8.553780810504687,247.90003011137887,84.19153522085819,0,0.0,54.383605,10.189866,0.25286285097192224,6.081637915551297,244181688,54.383605,10.189866,163.70849489052068,8.553780810504687,49.563143982690804,245.85464909217012,0,0.0,54.383605,10.189866,0.48588822894168465,13.261406250845345,211341930,54.383605,10.189866,163.70849489052068,8.553780810504687,178.59300688820213,14.884511997681443,0,0.0,54.383605,10.189866,0.6602575593952484,10.00572826621082,211848130,54.383605,10.189866,163.70849489052068,8.553780810504687,34.360422609497164,230.65192771897648,0,0.0,54.383605,10.189866,0.9011430885529157,15.637357991686677,304010685,54.383605,10.189866,163.70849489052068,8.553780810504687,31.230566368376913,227.52207147785623,0,0.0,54.383605,10.189866,0.9460151187904967,13.224639961621076,211813590,54.383605,10.189866,163.70849489052068,8.553780810504687,17.59949518819019,213.8910002976695,0,0.0,54.383605,10.189866,2.292731101511879,10.67407490869988,257666980,54.383605,10.189866,163.70849489052068,8.553780810504687,202.2839680002349,38.57547310971421,174,0.3996684665226782,54.37722350605702,10.193068341986537,4.098621490280777,12.116851808563986,211897000.0,54.383605,10.189866,163.70849489052068,8.553780810504687,204.92125014541506,41.212755254894375,66.0,0.14273866090712742,54.38132589502031,10.19100975071661,4.513605291576674,7.924626462792748,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 15:02:00,211860660,211611740,54.38367,10.189639,164.26071464771712,8.455367505667486,245.73984331020642,81.4791286624893,0,0.0,54.38367,10.189639,0.2549400647948164,5.958218449334242,244181688,54.38367,10.189639,164.26071464771712,8.455367505667486,50.04913647150147,245.78842182378435,0,0.0,54.38367,10.189639,0.4988434125269978,13.242129645930655,211341930,54.38367,10.189639,164.26071464771712,8.455367505667486,178.89984140162892,14.639126753911796,0,0.0,54.38367,10.189639,0.6762311015118792,9.996274433142222,211848130,54.38367,10.189639,164.26071464771712,8.455367505667486,34.58241341683657,230.32169876911945,0,0.0,54.38367,10.189639,0.9196074514038877,15.755444535503967,304010685,54.38367,10.189639,164.26071464771712,8.455367505667486,31.452888445169947,227.19217379745282,0,0.0,54.38367,10.189639,0.9616425485961123,13.388720109958438,211813590,54.38367,10.189639,164.26071464771712,8.455367505667486,17.82226399706326,213.56154934934614,0,0.0,54.38367,10.189639,2.278282397408207,10.548360449308339,257666980,54.38367,10.189639,164.26071464771712,8.455367505667486,202.1393287202523,37.878614072535186,294,0.677254859611231,54.37282620238708,10.194886086612206,4.092330453563715,12.251563125916368,211897000.0,54.38367,10.189639,164.26071464771712,8.455367505667486,204.84808398452859,40.58736933681146,30.0,0.0564379049676026,54.38276635019887,10.19007631015925,4.509481101511879,7.137281307260273,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 15:02:06,211860660,211611740,54.383733,10.189416,164.46111562595524,8.298146443346138,243.66389791336206,79.20278228740682,0,0.0,54.383733,10.189416,0.25738768898488124,5.823973770640443,244181688,54.383733,10.189416,164.46111562595524,8.298146443346138,50.49010895525623,246.028993329301,0,0.0,54.383733,10.189416,0.5118012958963283,13.119151005793842,211341930,54.383733,10.189416,164.46111562595524,8.298146443346138,179.21000372872663,14.748888102771389,0,0.0,54.383733,10.189416,0.6922796976241901,10.103111488855932,211848130,54.383733,10.189416,164.46111562595524,8.298146443346138,34.79471697287511,230.33360134691986,0,0.0,54.383733,10.189416,0.938659827213823,16.176569135505886,304010685,54.383733,10.189416,164.46111562595524,8.298146443346138,31.669940447590875,227.20882482163563,0,0.0,54.383733,10.189416,0.9772327213822894,13.37067017527223,244030288,54.383733,10.189416,164.46111562595524,8.298146443346138,230.62769009142187,66.16657446546662,306,0.6923531317494601,54.37263655139005,10.194713472141736,1.6704335853131749,6.99943937423469,211813590,54.383733,10.189416,164.46111562595524,8.298146443346138,18.04787475485398,213.58675912889873,0,0.0,54.383733,10.189416,2.2638682505399568,10.54940061933938,257666980.0,54.383733,10.189416,164.46111562595524,8.298146443346138,201.99010307855866,37.52898745260342,306.0,0.6923531317494601,54.37263655139005,10.194713472141736,4.086140928725702,12.490921649058826,211897000.0,54.383733,10.189416,164.46111562595524,8.298146443346138,204.7874582184977,40.32634259254246,24.0,0.041541036717062635,54.38306721308337,10.189733888711729,4.503705723542117,7.142707754222786,,,,,,,,,,,,,
2022-07-05 15:02:12,211860660,211611740,54.383794,10.189195,164.80154553333466,8.210141106374062,241.66397487821104,76.86242934487638,0,0.0,54.383794,10.189195,0.26020194384449247,5.724270236562363,244181688,54.383794,10.189195,164.80154553333466,8.210141106374062,50.896669615077485,246.09512408174282,0,0.0,54.383794,10.189195,0.5248358531317494,13.1011736701522,211341930,54.383794,10.189195,164.80154553333466,8.210141106374062,179.5089439207046,14.707398387369949,0,0.0,54.383794,10.189195,0.7083477321814255,10.116160944561358,211848130,54.383794,10.189195,164.80154553333466,8.210141106374062,34.99821116399198,230.19666563065732,0,0.0,54.383794,10.189195,0.9581609071274297,16.500247406852747,304010685,54.383794,10.189195,164.80154553333466,8.210141106374062,31.889100923706792,227.08755539037213,0,0.0,54.383794,10.189195,0.9927208423326134,13.379481514251024,244030288,54.383794,10.189195,164.80154553333466,8.210141106374062,230.50203875284853,65.70049321951387,324,0.7261058315334773,54.37213748728291,10.194631923111329,1.6646679265658748,6.932539794581949,211813590,54.383794,10.189195,164.80154553333466,8.210141106374062,18.27504689862502,213.47350136529036,0,0.0,54.383794,10.189195,2.249535637149028,10.503173920153596,257666980.0,54.383794,10.189195,164.80154553333466,8.210141106374062,201.83690736818912,37.035361834854456,324.0,0.7261058315334773,54.37213748728291,10.194631923111329,4.0799438444924405,12.737172657907543,211897000.0,54.383794,10.189195,164.80154553333466,8.210141106374062,204.73322038505987,39.931674851725205,24.0,0.04110043196544277,54.38313419739336,10.189502791586843,4.496650647948164,7.472293538810325,,,,,,,,,,,,,
2022-07-05 15:02:18,211860660,211611740,54.383853,10.188977,165.08423453218506,8.087817873687767,239.732011032773,74.64777650058792,0,0.0,54.383853,10.188977,0.2633866090712743,5.6597552214407925,244181688,54.383853,10.188977,165.08423453218506,8.087817873687767,51.26415757955465,246.17992304736958,0,0.0,54.383853,10.188977,0.5378617710583153,12.979620215631247,211341930,54.383853,10.188977,165.08423453218506,8.087817873687767,179.8084951692657,14.724260637080647,0,0.0,54.383853,10.188977,0.7244335853131748,10.180981549737933,211848130,54.383853,10.188977,165.08423453218506,8.087817873687767,35.19021531216197,230.1059807799769,0,0.0,54.383853,10.188977,0.9776328293736501,16.437862754268235,304010685,54.383853,10.188977,165.08423453218506,8.087817873687767,32.065800146648144,226.98156561446308,0,0.0,54.383853,10.188977,1.0098855291576674,14.218675278901445,244030288,54.383853,10.188977,165.08423453218506,8.087817873687767,230.354196926489,65.26996239430395,450,0.9986976241900648,54.36779905883205,10.196318788316315,1.6604254859611232,6.135290120101709,211813590,54.383853,10.188977,165.08423453218506,8.087817873687767,18.504151714402497,213.41991718221743,0,0.0,54.383853,10.188977,2.23535313174946,10.438700921898173,257666980.0,54.383853,10.188977,165.08423453218506,8.087817873687767,201.68278933351826,36.598554801333194,450.0,0.9986976241900648,54.36779905883205,10.196318788316315,4.073762958963283,12.772273607794544,211897000.0,54.383853,10.188977,165.08423453218506,8.087817873687767,204.66414909371645,39.57991456153138,48.0,0.09447138228941686,54.382334383943494,10.189671616442292,4.487551835853131,9.583754516461806,,,,,,,,,,,,,
