t,mmsi,mmsi2_0,lat_0,lon_0,cog_0,sog_0,abs_bearing_0,rel_bearing_0,tcpa_0,dcpa_0,c_lat_0,c_lon_0,ships_distance_0,rel_speed_0,mmsi2_1,lat_1,lon_1,cog_1,sog_1,abs_bearing_1,rel_bearing_1,tcpa_1,dcpa_1,c_lat_1,c_lon_1,ships_distance_1,rel_speed_1,mmsi2_2,lat_2,lon_2,cog_2,sog_2,abs_bearing_2,rel_bearing_2,tcpa_2,dcpa_2,c_lat_2,c_lon_2,ships_distance_2,rel_speed_2,mmsi2_3,lat_3,lon_3,cog_3,sog_3,abs_bearing_3,rel_bearing_3,tcpa_3,dcpa_3,c_lat_3,c_lon_3,ships_distance_3,rel_speed_3,mmsi2_4,lat_4,lon_4,cog_4,sog_4,abs_bearing_4,rel_bearing_4,tcpa_4,dcpa_4,c_lat_4,c_lon_4,ships_distance_4,rel_speed_4,mmsi2_5,lat_5,lon_5,cog_5,sog_5,abs_bearing_5,rel_bearing_5,tcpa_5,dcpa_5,c_lat_5,c_lon_5,ships_distance_5,rel_speed_5
2022-07-05 19:43:06,265673570,211118300,54.402894,10.213652,148.32162977573017,7.804081039366662,206.607627293387,58.285997517656824,48,0.09120140388768899,54.401603497959904,10.21502009347999,1.6596133909287256,5.3831349529866985,246084000,54.402894,10.213652,148.32162977573017,7.804081039366662,356.2830710390744,207.96144126334423,0,0.0,54.402894,10.213652,1.968948164146868,7.2567089071135,211848130,54.402894,10.213652,148.32162977573017,7.804081039366662,207.0112536180276,58.689623842297436,0,0.0,54.402894,10.213652,5.633255399568034,8.781331855094525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:12,265673570,211118300,54.40301,10.213467,148.32162977573017,7.804081039366662,206.5192142797289,58.19758450399874,42,0.07817224622030236,54.401903855394195,10.214639657506064,1.653498920086393,5.736564072543231,246084000,54.40301,10.213467,148.32162977573017,7.804081039366662,356.4650688689266,208.14343909319643,0,0.0,54.40301,10.213467,1.9639146868250539,7.241294933815413,211848130,54.40301,10.213467,148.32162977573017,7.804081039366662,207.0097442648977,58.68811448916753,0,0.0,54.40301,10.213467,5.658262419006479,17.42438453292688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:18,265673570,211118300,54.403132,10.213289,145.9990377796305,7.709740069403133,206.4617505152492,60.46271273561871,30,0.05148920086393089,54.40242230197827,10.214111413188247,1.6469001079913608,5.461108121878512,246084000,54.403132,10.213289,145.9990377796305,7.709740069403133,356.6400140918832,210.6409763122527,0,0.0,54.403132,10.213289,1.9584357451403887,7.125136520056947,211848130,54.403132,10.213289,145.9990377796305,7.709740069403133,206.97904114203715,60.98000336240665,0,0.0,54.403132,10.213289,5.676944384449244,12.120789369169241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:24,265673570,211118300,54.403259,10.213119,143.67586324217916,7.578514457594803,206.4575934062487,62.78173016406953,30,0.0506171706263499,54.40258102972937,10.21397533526564,1.6410680345572353,4.120594000541857,246084000,54.403259,10.213119,143.67586324217916,7.578514457594803,356.8062109599195,213.13034771774034,0,0.0,54.403259,10.213119,1.9526922246220302,6.914376177515454,211848130,54.403259,10.213119,143.67586324217916,7.578514457594803,206.9338467947673,63.25798355258814,0,0.0,54.403259,10.213119,5.692057235421165,9.566857301882205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:30,265673570,211118300,54.403391,10.212958,141.10044642899942,7.43238003540524,206.5895857450535,65.48913931605409,0,0.0,54.403391,10.212958,1.637578293736501,3.396778442268638,246084000,54.403391,10.212958,141.10044642899942,7.43238003540524,356.96468124893806,215.86423481993864,0,0.0,54.403391,10.212958,1.9466803455723543,6.748728187556986,211848130,54.403391,10.212958,141.10044642899942,7.43238003540524,206.93421411853254,65.83376768953312,0,0.0,54.403391,10.212958,5.717073974082073,17.49162930123401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:36,265673570,211118300,54.403527,10.21281,137.87507843916978,7.171664426645595,206.82298768380906,68.94790924463928,0,0.0,54.403527,10.21281,1.6344708423326133,5.7720987589665,246084000,54.403527,10.21281,137.87507843916978,7.171664426645595,357.11146640258875,219.23638796341896,0,0.0,54.403527,10.21281,1.9405242980561557,6.437236977201756,211848130,54.403527,10.21281,137.87507843916978,7.171664426645595,206.92003509901974,69.04495665984996,0,0.0,54.403527,10.21281,5.736569114470843,13.104565262174273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:42,265673570,211118300,54.403667,10.212674,134.62709186080434,6.960432072209311,207.17192645146199,72.54483459065764,0,0.0,54.403667,10.212674,1.6317105831533476,8.798911980737968,246084000,54.403667,10.212674,134.62709186080434,6.960432072209311,357.24640335955763,222.6193114987533,0,0.0,54.403667,10.212674,1.9341614470842332,6.162249841761478,211848130,54.403667,10.212674,134.62709186080434,6.960432072209311,206.90467903995494,72.2775871791506,0,0.0,54.403667,10.212674,5.755460583153347,12.64588936608032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:48,265673570,211118300,54.403812,10.212554,130.06077081319,6.706971091535957,207.5655371615261,77.50476634833609,0,0.0,54.403812,10.212554,1.628232181425486,9.817880059019902,246084000,54.403812,10.212554,130.06077081319,6.706971091535957,357.36517586212904,227.30440504893903,0,0.0,54.403812,10.212554,1.927534557235421,5.8224356523628575,211848130,54.403812,10.212554,130.06077081319,6.706971091535957,206.8875544395139,76.8267836263239,0,0.0,54.403812,10.212554,5.774257559395248,12.525360457042337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:43:54,265673570,211118300,54.403961,10.21245,125.34512313530804,6.470164171187236,208.03622915937675,82.6911060240687,0,0.0,54.403961,10.21245,1.6244697624190065,11.731995844843592,246084000,54.403961,10.21245,125.34512313530804,6.470164171187236,357.4716056203679,232.12648248505985,0,0.0,54.403961,10.21245,1.9204541036717062,5.704070893175523,211848130,54.403961,10.21245,125.34512313530804,6.470164171187236,206.86831032160086,81.52318718629282,0,0.0,54.403961,10.21245,5.793344492440604,12.664460685766393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 19:44:00,265673570,211118300,54.404114,10.212364,119.73239943261126,6.244477740025848,208.60011588563881,88.86771645302755,0,0.0,54.404114,10.212364,1.6207813174946004,14.109248091172084,246084000,54.404114,10.212364,119.73239943261126,6.244477740025848,357.5607728828768,237.82837345026553,0,0.0,54.404114,10.212364,1.9132257019438443,5.379286970484516,211848130,54.404114,10.212364,119.73239943261126,6.244477740025848,206.84772924690782,87.11532981429656,0,0.0,54.404114,10.212364,5.812492440604751,12.668526744370066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
