t,mmsi,mmsi2_0,lat_0,lon_0,cog_0,sog_0,abs_bearing_0,rel_bearing_0,tcpa_0,dcpa_0,c_lat_0,c_lon_0,ships_distance_0,rel_speed_0,mmsi2_1,lat_1,lon_1,cog_1,sog_1,abs_bearing_1,rel_bearing_1,tcpa_1,dcpa_1,c_lat_1,c_lon_1,ships_distance_1,rel_speed_1
2022-07-05 23:54:18,255806357,351760000,54.366296,10.139523,354.25109491297763,3.169571771947446,119.52404066522735,125.27294575224971,0,0.0,54.366296,10.139523,0.06659233261339093,0.9322112559542235,211533590.0,54.366296,10.139523,354.25109491297763,3.169571771947446,49.059182035892036,54.8080871229144,12.0,0.0052883369330453565,54.366383541686,10.139507872475901,3.410268898488121,9.888431789695243
2022-07-05 23:54:24,255806357,351760000,54.366287,10.139611,354.25109491297763,3.169571771947446,119.97622276787206,125.72512785489442,0,0.0,54.366287,10.139611,0.06579913606911447,0.968015337533526,,,,,,,,,,,,,
2022-07-05 23:54:30,255806357,351760000,54.366279,10.139695,354.64414008314264,3.0234572318545485,120.54482423810839,125.90068415496575,0,0.0,54.366279,10.139695,0.06516252699784017,0.9065583441360793,,,,,,,,,,,,,
2022-07-05 23:54:36,255806357,351760000,54.36627,10.139779,353.97930625120483,3.0269991751963348,121.12458786163558,127.14528161043074,0,0.0,54.36627,10.139779,0.06453239740820733,0.9065188165110086,,,,,,,,,,,,,
2022-07-05 23:54:42,255806357,351760000,54.366258,10.139862,351.9000528400114,3.0046126931748534,121.54503445102495,129.64498161101352,0,0.0,54.366258,10.139862,0.06387419006479482,0.8247217694527823,,,,,,,,,,,,,
2022-07-05 23:54:48,255806357,351760000,54.366248,10.139946,353.3160977044503,3.03095291913234,122.1249080355862,128.80881033113587,0,0.0,54.366248,10.139946,0.06340658747300217,0.7724575996614342,,,,,,,,,,,,,
2022-07-05 23:54:54,255806357,351760000,54.366238,10.140029,353.2363121836865,2.995368223320621,122.37967136286932,129.14335917918282,0,0.0,54.366238,10.140029,0.06296112311015119,0.5374576704900166,,,,,,,,,,,,,
2022-07-05 23:55:00,255806357,351760000,54.366228,10.140112,353.2363139150569,2.995368227498242,122.05969879337886,128.82338487832197,0,0.0,54.366228,10.140112,0.06261609071274299,0.3021023956260374,,,,,,,,,,,,,
2022-07-05 23:55:06,255806357,351760000,54.366218,10.140189,352.7147360930372,2.781994620829784,121.86004479844189,129.14530870540472,0,0.0,54.366218,10.140189,0.062397408207343415,0.19048982789004298,,,,,,,,,,,,,
2022-07-05 23:55:12,255806357,351760000,54.366209,10.140259,352.78681913661217,2.5286761113474414,121.81314123839985,129.02632210178768,0,0.0,54.366209,10.140259,0.062365550755939525,0.03528563957615139,,,,,,,,,,,,,
