t,mmsi,mmsi2_0,lat_0,lon_0,cog_0,sog_0,abs_bearing_0,rel_bearing_0,tcpa_0,dcpa_0,c_lat_0,c_lon_0,ships_distance_0,rel_speed_0,mmsi2_1,lat_1,lon_1,cog_1,sog_1,abs_bearing_1,rel_bearing_1,tcpa_1,dcpa_1,c_lat_1,c_lon_1,ships_distance_1,rel_speed_1,mmsi2_2,lat_2,lon_2,cog_2,sog_2,abs_bearing_2,rel_bearing_2,tcpa_2,dcpa_2,c_lat_2,c_lon_2,ships_distance_2,rel_speed_2,mmsi2_3,lat_3,lon_3,cog_3,sog_3,abs_bearing_3,rel_bearing_3,tcpa_3,dcpa_3,c_lat_3,c_lon_3,ships_distance_3,rel_speed_3
2022-07-05 21:28:36,275114000,304829000,54.446902,10.237773,226.8787918887898,7.4176178160398045,202.37570415751662,335.4969122687268,174,0.3469443844492441,54.442961113246284,10.230536040255553,3.2152526997840174,18.640843779083774,246084000.0,54.446902,10.237773,226.8787918887898,7.4176178160398045,203.8811912882696,337.0023993994798,0.0,0.0,54.446902,10.237773,3.802375809935205,1.354320382442736,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:28:42,275114000,304829000,54.446749,10.237632,226.8787918887898,7.4176178160398045,202.38708103967755,335.5082891508878,192,0.38411717062634987,54.4423858753799,10.22961972294974,3.1885442764578835,17.682844894817958,246084000.0,54.446749,10.237632,226.8787918887898,7.4176178160398045,203.88386475883607,337.00507287004626,0.0,0.0,54.446749,10.237632,3.803637149028078,0.9342379398199245,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:28:48,275114000,304829000,54.446595,10.23749,226.8630109023993,7.468015475115361,202.40096723229792,335.53795632989863,192,0.3867262419006479,54.44220093906649,10.22942539944545,3.1614335853131745,17.909908795693884,246084000.0,54.446595,10.23749,226.8630109023993,7.468015475115361,203.8893332921354,337.0263223897361,0.0,0.0,54.446595,10.23749,3.804651727861771,0.8831561150076949,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:28:54,275114000,304829000,54.446441,10.237348,226.8630236997257,7.468017224115901,202.41778130703685,335.55475760731116,192,0.38672678185745146,54.442046939084925,10.22928342619519,3.1340588552915767,18.03906798163803,246084000.0,54.446441,10.237348,226.8630236997257,7.468017224115901,203.8971985270376,337.0341748273119,0.0,0.0,54.446441,10.237348,3.806,1.2021024322042657,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:00,275114000,304829000,54.446286,10.237205,226.8474545940763,7.518415487822443,202.44069847375337,335.59324387967706,186,0.3767769978401728,54.44200374462211,10.229349925102559,3.1067489200863934,17.89607566190333,246084000.0,54.446286,10.237205,226.8474545940763,7.518415487822443,203.9061727885192,337.0587181944429,0.0,0.0,54.446286,10.237205,3.8069206263498923,0.9973107629615094,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:06,275114000,304829000,54.44613,10.237061,226.8320931401236,7.568814334122115,202.45696391193985,335.6248707718163,204,0.41723272138228945,54.44138658688952,10.228364765343706,3.079348272138229,18.078041901736526,246084000.0,54.44613,10.237061,226.8320931401236,7.568814334122115,203.9144605529252,337.0823674128016,0.0,0.0,54.44613,10.237061,3.8071641468682507,0.6092005441623619,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:12,275114000,304829000,54.445974,10.236916,226.63421317415597,7.593292251462306,202.4620649050713,335.8278517309153,192,0.3932100431965443,54.44148722315096,10.22874699493244,3.051955183585313,18.280383070286334,246084000.0,54.445974,10.236916,226.63421317415597,7.593292251462306,203.92487628793094,337.29066311377494,0.0,0.0,54.445974,10.236916,3.808127969762419,1.0983964185265966,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:18,275114000,304829000,54.445816,10.236769,226.60677371628896,7.69410299247029,202.47005515033817,335.8632814340492,210,0.43698812095032397,54.440827158778234,10.227694694891591,3.0258590712742977,17.358920523133374,246084000.0,54.445816,10.236769,226.60677371628896,7.69410299247029,203.93635085225557,337.3295771359666,0.0,0.0,54.445816,10.236769,3.8094519438444925,1.3628515164241337,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:24,275114000,304829000,54.445658,10.236623,226.801990064115,7.669615586663558,202.48146235968753,335.6794722955725,204,0.4227888768898488,54.44084872253459,10.227815401985522,2.999899028077754,17.209061091264306,246084000.0,54.445658,10.236623,226.801990064115,7.669615586663558,203.94841557006998,337.146425505955,0.0,0.0,54.445658,10.236623,3.810859611231102,1.442708860171071,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:30,275114000,304829000,54.445498,10.236478,227.35777562834093,7.697442190759393,202.4992088433309,335.14143321499,156,0.32146382289416847,54.441879334902154,10.229720616195005,2.970233261339093,19.588642246157168,246084000.0,54.445498,10.236478,227.35777562834093,7.697442190759393,203.96187892141955,336.60410329307865,0.0,0.0,54.445498,10.236478,3.8128347732181425,1.8559150672169156,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:36,275114000,304829000,54.445337,10.236334,227.73304802588683,7.699606918477778,202.51788739098794,334.7848393651011,156,0.3215588552915767,54.441743138673104,10.229534115673609,2.9412305615550753,19.134723519107112,246084000.0,54.445337,10.236334,227.73304802588683,7.699606918477778,203.97519324240668,336.2421452165198,0.0,0.0,54.445337,10.236334,3.815003239740821,1.96948696481047,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:42,275114000,304829000,54.445174,10.236191,228.2833245914671,7.728636137672858,202.5372628383477,334.2539382468806,162,0.33568952483801295,54.441462109216985,10.229030861836304,2.9134708423326137,18.295890903511093,246084000.0,54.445174,10.236191,228.2833245914671,7.728636137672858,203.9857767450628,335.7024521535957,0.0,0.0,54.445174,10.236191,3.8149875809935203,0.6689230721345891,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:48,275114000,304829000,54.445009,10.236048,228.6301640167619,7.78192185931591,202.55967288836285,333.92950887160094,156,0.3250080993520518,54.441439734674454,10.229078516924416,2.8855718142548596,18.346805748159433,246084000.0,54.445009,10.236048,228.6301640167619,7.78192185931591,203.99688698491562,335.3667229681537,0.0,0.0,54.445009,10.236048,3.8144611231101515,0.6553569257786526,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:29:54,275114000,304829000,54.444843,10.235906,229.00099883738656,7.785202358634699,202.5842845331921,333.58328569580556,162,0.3381560475161987,54.441156768539486,10.228613541340115,2.85764524838013,18.338426593028082,246084000.0,54.444843,10.235906,229.00099883738656,7.785202358634699,204.0104084501826,335.00940961279605,0.0,0.0,54.444843,10.235906,3.814005939524838,0.7928488494834942,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:30:00,275114000,304829000,54.444677,10.235764,229.00101153331843,7.785204312631833,202.61069576571458,333.60968423239615,162,0.3381560475161987,54.440990768553995,10.22847156766312,2.829745680345572,18.300249419816605,246084000.0,54.444677,10.235764,229.00101153331843,7.785204312631833,204.02393320643452,335.0229216731161,0.0,0.0,54.444677,10.235764,3.8135512958963282,0.792848793538752,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:30:06,275114000,304829000,54.44451,10.235623,229.37154937629023,7.788810113551155,202.63905395631178,333.2675045800215,162,0.3383174946004319,54.440849575600794,10.228286356568995,2.801680345572354,18.39062140079621,246084000.0,54.44451,10.235623,229.37154937629023,7.788810113551155,204.03805746128,334.6665080849898,0.0,0.0,54.44451,10.235623,3.8131798056155506,0.833581331823159,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:30:12,275114000,304829000,54.444344,10.235481,229.00103683491747,7.78520820626555,202.6654107489869,333.6643739140694,162,0.3381560475161987,54.44065776858324,10.22818862050982,2.773368250539957,18.595056455145716,246084000.0,54.444344,10.235481,229.00103683491747,7.78520820626555,204.05579167598347,335.054754841066,0.0,0.0,54.444344,10.235481,3.8141663066954643,1.525668242805727,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:30:18,275114000,304829000,54.444179,10.23534,229.0301213113028,7.734925991628172,202.68900850891245,333.65888719760966,174,0.36181641468682507,54.440237155754396,10.22753400425174,2.7466187904967603,17.5961598262533,246084000.0,54.444179,10.23534,229.0301213113028,7.734925991628172,204.07634816758784,335.04622685628505,0.0,0.0,54.444179,10.23534,3.815763498920086,2.007280387672146,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:30:24,275114000,304829000,54.444015,10.2352,229.05958634176443,7.684645754943005,202.71131224867088,333.65172590690645,180,0.3723029157667387,54.43996131703341,10.227164230320563,2.72016090712743,17.427414213032684,246084000.0,54.444015,10.2352,229.05958634176443,7.684645754943005,204.09273156369935,335.0331452219349,0.0,0.0,54.444015,10.2352,3.8156582073434127,1.0188123033439322,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:30:30,275114000,304829000,54.443853,10.235059,228.5090336325555,7.654620749570034,202.7410630332404,334.23202940068495,150,0.3069022678185745,54.44047447463438,10.228490184708837,2.6901922246220304,19.68156105311526,246084000.0,54.443853,10.235059,228.5090336325555,7.654620749570034,204.11018324898998,335.6011496164345,0.0,0.0,54.443853,10.235059,3.8167694384449247,1.5738721165742937,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 21:30:36,275114000,304829000,54.443694,10.234918,227.9769910991133,7.574958956578369,202.77015922871487,334.79316812960155,156,0.31635637149028073,54.44017491408128,10.228202634756459,2.660915766738661,19.236548528261697,246084000.0,54.443694,10.234918,227.9769910991133,7.574958956578369,204.13001418452154,336.1530230854082,0.0,0.0,54.443694,10.234918,3.8190718142548596,2.3730794668150237,,,,,,,,,,,,,,,,,,,,,,,,,,
