t,mmsi,mmsi2_0,lat_0,lon_0,cog_0,sog_0,abs_bearing_0,rel_bearing_0,tcpa_0,dcpa_0,c_lat_0,c_lon_0,ships_distance_0,rel_speed_0,mmsi2_1,lat_1,lon_1,cog_1,sog_1,abs_bearing_1,rel_bearing_1,tcpa_1,dcpa_1,c_lat_1,c_lon_1,ships_distance_1,rel_speed_1,mmsi2_2,lat_2,lon_2,cog_2,sog_2,abs_bearing_2,rel_bearing_2,tcpa_2,dcpa_2,c_lat_2,c_lon_2,ships_distance_2,rel_speed_2,mmsi2_3,lat_3,lon_3,cog_3,sog_3,abs_bearing_3,rel_bearing_3,tcpa_3,dcpa_3,c_lat_3,c_lon_3,ships_distance_3,rel_speed_3
2022-07-05 21:52:36,304964000,246084000,54.365988,10.139329,353.6303869235348,3.4978046184128906,141.68709538870263,148.05670846516784,0,0.0,54.365988,10.139329,1.3231749460043196,9.701606576041714,275114000,54.365988,10.139329,353.6303869235348,3.4978046184128906,41.302211387368175,47.67182446383339,6,0.0,54.365988,10.139329,3.4675215982721386,8.515243825806975,305305000.0,54.365988,10.139329,353.6303869235348,3.4978046184128906,38.11241304563947,44.482026122104685,6.0,0.0,54.365988,10.139329,3.942488120950324,11.765923853665944,,,,,,,,,,,,,
2022-07-05 21:52:42,304964000,246084000,54.365977,10.139426,353.6303869235348,3.4978046184128906,142.1307238129766,148.50033688944183,0,0.0,54.365977,10.139426,1.3265917926565876,8.099567631712699,275114000,54.365977,10.139426,353.6303869235348,3.4978046184128906,41.31457061822721,47.68418369469242,18,0.01167170626349892,54.36616999249842,10.139389021271603,3.4564875809935205,8.622436666849534,305305000.0,54.365977,10.139426,353.6303869235348,3.4978046184128906,38.184975556193876,44.55458863265909,18.0,0.01167170626349892,54.36616999249842,10.139389021271603,3.9236916846652266,13.173266196842524,,,,,,,,,,,,,
2022-07-05 21:52:48,304964000,246084000,54.365965,10.139539,354.03219607556827,4.071634753738501,142.57582692457493,148.54363084900666,0,0.0,54.365965,10.139539,1.3295664146868251,8.267335945678443,275114000,54.365965,10.139539,354.03219607556827,4.071634753738501,41.317597565592905,47.28540149002464,24,0.02038012958963283,54.36630223616053,10.139478489868175,3.445035097192225,9.185860618345261,305305000.0,54.365965,10.139539,354.03219607556827,4.071634753738501,38.2654393728472,44.23324329727893,24.0,0.02038012958963283,54.36630223616053,10.139478489868175,3.9023018358531316,15.035406452936849,,,,,,,,,,,,,
2022-07-05 21:52:54,304964000,246084000,54.365953,10.139653,354.08417443540213,4.1072740996833,143.05806804516766,148.97389360976553,0,0.0,54.365953,10.139653,1.333365010799136,8.917338310327453,275114000,54.365953,10.139653,354.08417443540213,4.1072740996833,41.318224680058734,47.2340502446566,30,0.02741144708423326,54.36640662684981,10.139572319859354,3.4335350971922245,9.285302048164935,305305000.0,54.365953,10.139653,354.08417443540213,4.1072740996833,38.33318043536019,44.24900599995806,30.0,0.02741144708423326,54.36640662684981,10.139572319859354,3.8828731101511873,13.748579118823868,,,,,,,,,,,,,
2022-07-05 21:53:00,304964000,246084000,54.365945,10.139753,355.4972214938925,3.594674703554876,143.54716704112275,148.04994554723027,0,0.0,54.365945,10.139753,1.3382116630669547,8.986665180924188,275114000,54.365945,10.139753,355.4972214938925,3.594674703554876,41.32702357202254,45.82980207813006,36,0.029987580993520523,54.36644238333682,10.139685768522966,3.4220642548596114,9.060239160743723,305305000.0,54.365945,10.139753,355.4972214938925,3.594674703554876,38.40319962131156,42.905978127419075,36.0,0.029987580993520523,54.36644238333682,10.139685768522966,3.8646101511879047,12.846405645514233,,,,,,,,,,,,,
2022-07-05 21:53:06,304964000,246084000,54.365937,10.139848,355.26128699055386,3.4160925189553377,144.03236770657202,148.77108071601816,0,0.0,54.365937,10.139848,1.343383909287257,8.96136266021637,275114000,54.365937,10.139848,355.26128699055386,3.4160925189553377,41.3360969245021,46.074809933948245,36,0.028497840172786178,54.36640951621979,10.139780768288684,3.410685205183585,8.981132648886865,305305000.0,54.365937,10.139848,355.26128699055386,3.4160925189553377,38.47049042265559,43.20920343210173,36.0,0.028497840172786178,54.36640951621979,10.139780768288684,3.847708423326134,11.868686600798002,,,,,,,,,,,,,
2022-07-05 21:53:12,304964000,246084000,54.36593,10.139941,355.76251703613787,3.34184936896304,144.50963621686958,148.74711918073172,0,0.0,54.36593,10.139941,1.3485739740820732,8.885223664697044,275114000,54.36593,10.139941,355.76251703613787,3.34184936896304,41.34589933471818,45.58338229858032,36,0.027878509719222462,54.36639256437693,10.139882172813934,3.3992613390928725,9.001661587925742,305305000.0,54.36593,10.139941,355.76251703613787,3.34184936896304,38.54423993412013,42.78172289798226,36.0,0.027878509719222462,54.36639256437693,10.139882172813934,3.830432505399568,12.08306289227404,,,,,,,,,,,,,
2022-07-05 21:53:18,304964000,246084000,54.365922,10.140033,355.1075048395407,3.3089738181927077,144.96764418167743,149.86013934213673,0,0.0,54.365922,10.140033,1.3534541036717063,8.608363318878329,275114000,54.365922,10.140033,355.1075048395407,3.3089738181927077,41.35397829974727,46.24647346020657,36,0.027604211663066956,54.366379596006134,10.139965768168173,3.387903887688985,8.989391648335504,305305000.0,54.365922,10.140033,355.1075048395407,3.3089738181927077,38.62938195527687,43.521877115736174,36.0,0.027604211663066956,54.366379596006134,10.139965768168173,3.8122715982721385,12.636469861225853,,,,,,,,,,,,,
2022-07-05 21:53:24,304964000,246084000,54.365914,10.140122,354.9434318307635,3.2018808648891044,145.39875070997988,150.4553188792164,0,0.0,54.365914,10.140122,1.3578563714902807,8.185444027213078,275114000,54.365914,10.140122,354.9434318307635,3.2018808648891044,41.361436049478414,46.41800421871494,36,0.02671058315334773,54.36635667583436,10.140054767996315,3.3765923326133906,8.968658341860959,305305000.0,54.365914,10.140122,354.9434318307635,3.2018808648891044,38.731514057329264,43.78808222656579,36.0,0.02671058315334773,54.36635667583436,10.140054767996315,3.7928979481641467,13.40400346466903,,,,,,,,,,,,,
2022-07-05 21:53:30,304964000,246084000,54.365901,10.140206,351.33790550228423,3.0452680260058336,145.85120286541513,154.5132973631309,0,0.0,54.365901,10.140206,1.3627446004319654,8.63718094550369,275114000,54.365901,10.140206,351.33790550228423,3.0452680260058336,41.36667525298003,50.0287697506958,42,0.030486501079913606,54.366402416666226,10.140074884773536,3.365643628509719,8.72992529308557,305305000.0,54.365901,10.140206,351.33790550228423,3.0452680260058336,38.83559546072314,47.49768995843891,42.0,0.030486501079913606,54.366402416666226,10.140074884773536,3.7743569114470845,12.806310224251144,,,,,,,,,,,,,
